album,release_date,track_name,track_num,artist,duration_ms,popularity
Into the Woods (Original Broadway Cast Recording),1988,Ever After,11,"Tom Aldredge, Into the Woods Ensemble, Original Broadway Cast of Into the Woods",140106,30
Into the Woods (Original Broadway Cast Recording),1988,Prologue: So Happy,12,"Tom Aldredge, Into the Woods Ensemble, Original Broadway Cast of Into the Woods",229000,27
Into the Woods (Original Broadway Cast Recording),1988,Agony (reprise),13,"Robert Westenberg, Chuck Wagner, Original Broadway Cast of Into the Woods",136853,27
Into the Woods (Original Broadway Cast Recording),1988,Lament,14,"Bernadette Peters, Original Broadway Cast of Into the Woods",123426,27
Into the Woods (Original Broadway Cast Recording),1988,Any Moment / Moments in the Woods,15,"Joanna Gleason, Robert Westenberg, Original Broadway Cast of Into the Woods",298026,28
Into the Woods (Original Broadway Cast Recording),1988,Your Fault / Last Midnight,16,"Bernadette Peters, Chip Zien, Ben Wright, Danielle Ferland, Kim Crosby, Original Broadway Cast of Into the Woods",286720,34
Into the Woods (Original Broadway Cast Recording),1988,No More,17,"Chip Zien, Tom Aldredge, Original Broadway Cast of Into the Woods",256333,28
Into the Woods (Original Broadway Cast Recording),1988,"No One Is Alone (From ""Into The Woods"")",18,"Chip Zien, Kim Crosby, Ben Wright, Danielle Ferland, Original Broadway Cast of Into the Woods",237813,33
Into the Woods (Original Broadway Cast Recording),1988,Finale: Children Will Listen,19,"Bernadette Peters, Into the Woods Ensemble, Original Broadway Cast of Into the Woods",311040,31
Into the Woods (Original Broadway Cast Recording),1988,Giants in the Sky (Bonus Track),20,"John Cameron Mitchell, Original Broadway Cast of Into the Woods",116200,0
Into the Woods (Original Broadway Cast Recording),1988,Back to the Palace (Bonus Track),21,"Kim Crosby, Original Broadway Cast of Into the Woods",151013,0
Into the Woods (Original Broadway Cast Recording),1988,Boom Crunch (Bonus Track),22,"Maureen Moore, Original Broadway Cast of Into the Woods",156186,0
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Vuelie / Let the Sun Shine On - From ""Frozen: The Broadway Musical""",1,Original Broadway Cast of Frozen,274413,37
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"A Little Bit of You - From ""Frozen: The Broadway Musical""",2,"Brooklyn Nelson, Audrey Bennett",116320,35
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Do You Want to Build a Snowman? - From ""Frozen: The Broadway Musical""",3,"Mattea Conforti, Ayla Schwartz, Patti Murin, Caissie Levy",220840,34
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"For the First Time in Forever - From ""Frozen: The Broadway Musical""",4,"Patti Murin, Caissie Levy, Original Broadway Cast of Frozen",254160,38
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Hans of the Southern Isles - From ""Frozen: The Broadway Musical""",5,John Riddle,95333,32
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Queen Anointed - From ""Frozen: The Broadway Musical""",6,Original Broadway Cast of Frozen,86920,31
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Dangerous to Dream - From ""Frozen: The Broadway Musical""",7,"Caissie Levy, Original Broadway Cast of Frozen",303893,42
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Love Is an Open Door - From ""Frozen: The Broadway Musical""",8,"Patti Murin, John Riddle",190440,36
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Reindeer(s) Are Better Than People - From ""Frozen: The Broadway Musical""",9,Jelani Alladin,54720,30
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"What Do You Know About Love? - From ""Frozen: The Broadway Musical""",10,"Patti Murin, Jelani Alladin",278226,43
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"In Summer - From ""Frozen: The Broadway Musical""",11,Greg Hildreth,118120,31
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Hans of the Southern Isles (Reprise) - From ""Frozen: The Broadway Musical""",12,"John Riddle, Robert Creighton, Original Broadway Cast of Frozen",136600,39
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Let It Go - From ""Frozen: The Broadway Musical""",13,Caissie Levy,226866,40
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Hygge - From ""Frozen: The Broadway Musical""",14,"Kevin Del Aguila, Jelani Alladin, Patti Murin, Greg Hildreth, Original Broadway Cast of Frozen",370626,40
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"For the First Time in Forever (Reprise) - From ""Frozen: The Broadway Musical""",15,"Caissie Levy, Patti Murin",173200,34
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Fixer Upper - From ""Frozen: The Broadway Musical""",16,"Olivia Phillip, Timothy Hughes, Greg Hildreth, Original Broadway Cast of Frozen",222293,32
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Kristoff Lullaby - From ""Frozen: The Broadway Musical""",17,Jelani Alladin,103213,54
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Monster - From ""Frozen: The Broadway Musical""",18,"Caissie Levy, John Riddle, Original Broadway Cast of Frozen",222653,45
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"True Love - From ""Frozen: The Broadway Musical""",19,Patti Murin,174533,39
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Colder by the Minute - From ""Frozen: The Broadway Musical""",20,"Patti Murin, Jelani Alladin, Caissie Levy, John Riddle, Original Broadway Cast of Frozen",241320,32
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"Finale / Let It Go - From ""Frozen: The Broadway Musical""",21,Original Broadway Cast of Frozen,151520,33
Frozen: The Broadway Musical (Original Broadway Cast Recording),2018-05-11,"When Everything Falls Apart - From ""Frozen: The Broadway Musical"" / Outtake",22,"Greg Hildreth, Jelani Alladin, Patti Murin",238573,41
Annie (Original Broadway Cast Recording),1972,Annie: Overture,1,"Charles Strouse, Annie Orchestra, Annie (Original Broadway Cast), Peter Howard",201360,25
Annie (Original Broadway Cast Recording),1972,Annie: Maybe,2,"Charles Strouse, Andrea McArdle, Annie Ensemble, Annie (Original Broadway Cast), Peter Howard",157360,33
Annie (Original Broadway Cast Recording),1972,Annie: It's the Hard-Knock Life,3,"Charles Strouse, Andrea McArdle, Annie Ensemble, Annie (Original Broadway Cast), Peter Howard",141066,38
Annie (Original Broadway Cast Recording),1972,Annie: Tomorrow,4,"Charles Strouse, Andrea McArdle, Annie (Original Broadway Cast), Peter Howard",127493,41
Annie (Original Broadway Cast Recording),1972,"Annie: We'd Like to Thank You, Herbert Hoover",5,"Charles Strouse, Annie Ensemble, Annie (Original Broadway Cast), Peter Howard",147226,26
Annie (Original Broadway Cast Recording),1972,Annie: Little Girls,6,"Charles Strouse, Annie (Original Broadway Cast), Peter Howard",162973,30
Annie (Original Broadway Cast Recording),1972,Annie: I Think I'm Gonna Like It Here,7,"Charles Strouse, Sandy Faison, Andrea McArdle, Annie Ensemble, Annie (Original Broadway Cast), Peter Howard",143000,28
Annie (Original Broadway Cast Recording),1972,Annie: N.Y.C,8,"Charles Strouse, Reid Shelton, Sandy Faison, Andrea McArdle, Laurie Beechman, Annie Ensemble, Annie (Original Broadway Cast), Peter Howard",291400,29
Annie (Original Broadway Cast Recording),1972,Annie: Easy Street,9,"Charles Strouse, Dorothy Loudon, Robert Fitch, Barbara Erwin, Annie (Original Broadway Cast), Peter Howard",202733,28
Annie (Original Broadway Cast Recording),1972,Annie: You Won't Be an Orphan for Long,10,"Charles Strouse, Sandy Faison, Annie Ensemble, Annie (Original Broadway Cast), Peter Howard",104933,22
Annie (Original Broadway Cast Recording),1972,Annie: You're Never Fully Dressed Without a Smile,11,"Charles Strouse, Donald Craig, Laurie Beechman, Edie Cowan, Penny Worth, Annie Ensemble, Annie (Original Broadway Cast), Peter Howard",186600,32
Annie (Original Broadway Cast Recording),1972,Annie: Tomorrow (Reprise),12,"Charles Strouse, Andrea McArdle, Raymond Thorne, Reid Shelton, Annie Ensemble, Annie (Original Broadway Cast), Peter Howard",143000,23
Annie (Original Broadway Cast Recording),1972,Annie: Something Was Missing,13,"Charles Strouse, Reid Shelton, Annie (Original Broadway Cast), Peter Howard",222066,20
Annie (Original Broadway Cast Recording),1972,Annie: I Don't Need Anything But You,14,"Charles Strouse, Andrea McArdle, Reid Shelton, Sandy Faison, Annie Ensemble, Annie (Original Broadway Cast), Peter Howard",150066,26
Annie (Original Broadway Cast Recording),1972,Annie: Annie,15,"Charles Strouse, Sandy Faison, Annie Ensemble, Annie (Original Broadway Cast), Peter Howard",95040,20
Annie (Original Broadway Cast Recording),1972,Annie: A New Deal for Christmas,16,"Charles Strouse, Andrea McArdle, Reid Shelton, Sandy Faison, Raymond Thorne, Annie Ensemble, Annie (Original Broadway Cast), Peter Howard",134760,20
Annie (Original Broadway Cast Recording),1972,Introductory Remarks (Bonus Track),17,"Charles Strouse, MARTIN CHARNIN, Annie (Original Broadway Cast)",117400,14
Annie (Original Broadway Cast Recording),1972,Apples (Bonus Track),18,"Charles Strouse, MARTIN CHARNIN, Annie (Original Broadway Cast)",119133,13
Annie (Original Broadway Cast Recording),1972,Introductory Remarks / We Got Annie (Bonus Track),19,"Charles Strouse, MARTIN CHARNIN, Annie (Original Broadway Cast)",134266,12
Annie (Original Broadway Cast Recording),1972,Introductory Remarks (Bonus Track),20,"Charles Strouse, MARTIN CHARNIN, Annie (Original Broadway Cast)",38893,10
Annie (Original Broadway Cast Recording),1972,Just Wait (Bonus Track),21,"Charles Strouse, Annie (Original Broadway Cast)",67000,11
Annie (Original Broadway Cast Recording),1972,Introductory Remarks (Bonus Track),22,"Charles Strouse, MARTIN CHARNIN, Annie (Original Broadway Cast)",29706,0
Annie (Original Broadway Cast Recording),1972,That's the Way It Goes (Bonus Track),23,"Charles Strouse, MARTIN CHARNIN, Annie (Original Broadway Cast)",90400,10
Annie (Original Broadway Cast Recording),1972,Introductory Remarks (Bonus Track),24,"Charles Strouse, MARTIN CHARNIN, Annie (Original Broadway Cast)",61160,10
Annie (Original Broadway Cast Recording),1972,Parents (Bonus Track),25,"Charles Strouse, MARTIN CHARNIN, Annie (Original Broadway Cast)",132906,10
Annie (Original Broadway Cast Recording),1972,Introductory Remarks / I've Never Been So Happy (Bonus Track),26,"Charles Strouse, MARTIN CHARNIN, Annie (Original Broadway Cast)",79106,10
Annie (Original Broadway Cast Recording),1972,Tomorrow (Bonus Track),27,"Charles Strouse, MARTIN CHARNIN, Annie (Original Broadway Cast)",145573,13
Be More Chill (Original Broadway Cast Recording),2019-05-03,Jeremy's Theme (Instrumental),1,Be More Chill Original Broadway Band,39522,18
Be More Chill (Original Broadway Cast Recording),2019-05-03,More Than Survive,2,"Will Roland, George Salazar, Be More Chill Original Broadway Ensemble",508504,26
Be More Chill (Original Broadway Cast Recording),2019-05-03,I Love Play Rehearsal,3,Stephanie Hsu,206940,23
Be More Chill (Original Broadway Cast Recording),2019-05-03,More Than Survive (Reprise),4,Will Roland,46007,22
Be More Chill (Original Broadway Cast Recording),2019-05-03,The Squip Song,5,"Gerard Canonico, Be More Chill Original Broadway Ensemble",200695,24
Be More Chill (Original Broadway Cast Recording),2019-05-03,Two-Player Game,6,"Will Roland, George Salazar",242732,25
Be More Chill (Original Broadway Cast Recording),2019-05-03,The Squip Enters,7,"Jason Tam, Will Roland",77253,20
Be More Chill (Original Broadway Cast Recording),2019-05-03,"Be More Chill, Pt. 1",8,"Jason Tam, Be More Chill Original Broadway Ensemble",264851,23
Be More Chill (Original Broadway Cast Recording),2019-05-03,Do You Wanna Ride?,9,"Lauren Marcus, Katlyn Carlson",103987,21
Be More Chill (Original Broadway Cast Recording),2019-05-03,"Be More Chill, Pt. 2",10,"Jason Tam, Will Roland, Be More Chill Original Broadway Ensemble",134745,21
Be More Chill (Original Broadway Cast Recording),2019-05-03,Sync Up,11,Be More Chill Original Broadway Ensemble,230752,22
Be More Chill (Original Broadway Cast Recording),2019-05-03,A Guy That I'd Kinda Be Into,12,"Stephanie Hsu, Be More Chill Original Broadway Ensemble",164296,24
Be More Chill (Original Broadway Cast Recording),2019-05-03,The Squip Stalks (Instrumental),13,Be More Chill Original Broadway Band,110270,17
Be More Chill (Original Broadway Cast Recording),2019-05-03,Upgrade,14,"Lauren Marcus, Jason Tam, Britton Smith, Stephanie Hsu, Will Roland, Be More Chill Original Broadway Ensemble",228040,23
Be More Chill (Original Broadway Cast Recording),2019-05-03,Loser Geek Whatever,15,Will Roland,358617,29
Be More Chill (Original Broadway Cast Recording),2019-05-03,Halloween,16,Be More Chill Original Broadway Ensemble,202682,22
Be More Chill (Original Broadway Cast Recording),2019-05-03,Do You Wanna Hang?,17,Katlyn Carlson,102537,19
Be More Chill (Original Broadway Cast Recording),2019-05-03,Michael in the Bathroom,18,George Salazar,307306,37
Be More Chill (Original Broadway Cast Recording),2019-05-03,A Guy That I'd Kinda Be Into (Reprise),19,"Stephanie Hsu, Will Roland",59738,20
Be More Chill (Original Broadway Cast Recording),2019-05-03,The Smartphone Hour (Rich Set a Fire),20,"Tiffany Mann, Katlyn Carlson, Lauren Marcus, Be More Chill Original Broadway Ensemble",348231,24
Be More Chill (Original Broadway Cast Recording),2019-05-03,The Pants Song,21,"Jason SweetTooth Williams, George Salazar",214069,21
Be More Chill (Original Broadway Cast Recording),2019-05-03,The Pitiful Children,22,"Jason Tam, Be More Chill Original Broadway Ensemble",256182,26
Be More Chill (Original Broadway Cast Recording),2019-05-03,The Play,23,Be More Chill Original Broadway Ensemble,380552,19
Be More Chill (Original Broadway Cast Recording),2019-05-03,Voices in My Head,24,"Will Roland, Be More Chill Original Broadway Ensemble",284804,24
Anything Goes (New Broadway Cast Recording (1987)),1988,Prelude,1,"Cole Porter, Anything Goes Orchestra (1987), Edward Strauss",92693,0
Anything Goes (New Broadway Cast Recording (1987)),1988,I Get a Kick Out of You,2,Patti LuPone,130706,19
Anything Goes (New Broadway Cast Recording (1987)),1988,There's No Cure Like Travel / Bon Voyage,3,"Michele Pigliavento, Alec Timerman, Anything Goes Ensemble (1987)",180760,0
Anything Goes (New Broadway Cast Recording (1987)),1988,You're the Top,4,"Patti LuPone, Howard McGillin",250973,18
Anything Goes (New Broadway Cast Recording (1987)),1988,Easy to Love,5,"Howard McGillin, Kathleen Mahony-Bennett",246200,0
Anything Goes (New Broadway Cast Recording (1987)),1988,I Want to Row on the Crew / Sailor's Chantey,6,"Rex Everhart, Larry Cahn, Leslie Feagan, Dale Hensley, Steve Steiner",132733,0
Anything Goes (New Broadway Cast Recording (1987)),1988,Friendship,7,"Patti LuPone, Bill McCutcheon",166800,15
Anything Goes (New Broadway Cast Recording (1987)),1988,It's De-Lovely,8,"Howard McGillin, Kathleen Mahony-Bennett",247800,0
Anything Goes (New Broadway Cast Recording (1987)),1988,Anything Goes,9,"Patti LuPone, Anything Goes Ensemble (1987)",246026,42
Anything Goes (New Broadway Cast Recording (1987)),1988,Entr'acte,10,"Anything Goes Orchestra (1987), Edward Strauss",146533,0
Anything Goes (New Broadway Cast Recording (1987)),1988,Public Enemy Number One,11,"Anything Goes Ensemble (1987), Anything Goes Orchestra (1987), Edward Strauss",101840,0
Anything Goes (New Broadway Cast Recording (1987)),1988,"Blow, Gabriel, Blow",12,"Patti LuPone, Anything Goes Ensemble (1987)",317066,23
Anything Goes (New Broadway Cast Recording (1987)),1988,"Goodbye, Little Dream, Goodbye",13,Kathleen Mahony-Bennett,88160,0
Anything Goes (New Broadway Cast Recording (1987)),1988,Be Like the Bluebird,14,Bill McCutcheon,128533,0
Anything Goes (New Broadway Cast Recording (1987)),1988,All Through the Night,15,"Howard McGillin, Kathleen Mahony-Bennett, Anything Goes Ensemble (1987)",184800,0
Anything Goes (New Broadway Cast Recording (1987)),1988,The Gypsy in Me,16,Anthony Heald,136533,0
Anything Goes (New Broadway Cast Recording (1987)),1988,"Buddie, Beware",17,"Linda Hart, Anything Goes Ensemble (1987)",206933,0
Anything Goes (New Broadway Cast Recording (1987)),1988,I Get a Kick Out of You (Reprise) / Anything Goes (Reprise),18,"Patti LuPone, Howard McGillin, Kathleen Mahony-Bennett, Anthony Heald, Anything Goes Ensemble (1987)",131386,0
1776 (Original Broadway Cast Recording),1969,1776: Overture,1,"Sherman Edwards, 1776 Orchestra, Peter Howard",113493,16
1776 (Original Broadway Cast Recording),1969,"1776: Sit Down, John",2,"Sherman Edwards, William Daniels, 1776 Ensemble, Peter Howard",117240,22
1776 (Original Broadway Cast Recording),1969,"1776: Piddle, Twiddle, and Resolve / Till Then",3,"Sherman Edwards, William Daniels, Virginia Vestoff, Peter Howard",294400,19
1776 (Original Broadway Cast Recording),1969,1776: The Lees of Old Virginia,4,"Sherman Edwards, Ronald Holgate, Rex Everhart, William Daniels, Peter Howard",155240,21
1776 (Original Broadway Cast Recording),1969,"1776: But, Mr. Adams",5,"Sherman Edwards, William Daniels, Rex Everhart, David Vosburgh, Henry Le Clair, Ken Howard, Peter Howard",308826,20
1776 (Original Broadway Cast Recording),1969,"1776: Yours, Yours, Yours",6,"Sherman Edwards, Virginia Vestoff, William Daniels, Peter Howard",132133,17
1776 (Original Broadway Cast Recording),1969,1776: He Plays the Violin,7,"Sherman Edwards, Betty Buckley, Rex Everhart, William Daniels, Peter Howard",183466,21
1776 (Original Broadway Cast Recording),1969,"1776: Cool, Cool, Considerate Men",8,"Sherman Edwards, Paul Hecht, David Ford, 1776 Ensemble, Peter Howard",269173,17
1776 (Original Broadway Cast Recording),1969,1776: Momma Look Sharp,9,"Sherman Edwards, Scott Jarvis, William Duell, B.J. Slater, Peter Howard",204026,16
1776 (Original Broadway Cast Recording),1969,1776: The Egg,10,"Sherman Edwards, Rex Everhart, William Daniels, Ken Howard, Peter Howard",166040,18
1776 (Original Broadway Cast Recording),1969,1776: Molasses to Rum,11,"Sherman Edwards, Clifford David, Peter Howard",280426,16
1776 (Original Broadway Cast Recording),1969,1776: Is Anybody There?,12,"Sherman Edwards, William Daniels, Peter Howard, Ralston Hill",166333,19
1776 (Original Broadway Cast Recording),1969,1776: Finale,13,"Sherman Edwards, 1776 Ensemble, Peter Howard",94173,12
Hairspray (Original Broadway Cast Recording),2002-08-13,Good Morning Baltimore,1,"Marissa Jaret Winokur, Original Broadway Cast of Hairspray",220426,36
Hairspray (Original Broadway Cast Recording),2002-08-13,The Nicest Kids in Town,2,"Clarke Thorell, Original Broadway Cast of Hairspray",156533,30
Hairspray (Original Broadway Cast Recording),2002-08-13,"Mama, I'm a Big Girl Now",3,"Marissa Jaret Winokur, Laura Bell Bundy, Kerry Butler, Hairspray Ensemble, Original Broadway Cast of Hairspray",198333,34
Hairspray (Original Broadway Cast Recording),2002-08-13,I Can Hear the Bells,4,"Marissa Jaret Winokur, Hairspray Ensemble, Original Broadway Cast of Hairspray",244600,31
Hairspray (Original Broadway Cast Recording),2002-08-13,(The Legend of) Miss Baltimore Crabs,5,"Linda Hart, Marissa Jaret Winokur, Kerry Butler, Original Broadway Cast of Hairspray",173040,25
Hairspray (Original Broadway Cast Recording),2002-08-13,It Takes Two,6,"Matthew Morrison, Marissa Jaret Winokur, Hairspray Ensemble, Original Broadway Cast of Hairspray",186026,26
Hairspray (Original Broadway Cast Recording),2002-08-13,Welcome to the 60's,7,"Marissa Jaret Winokur, Harvey Fierstein, Shayna Steele, Kamilah Martin, Judine Richárd, Original Broadway Cast of Hairspray",237533,29
Hairspray (Original Broadway Cast Recording),2002-08-13,Run and Tell That!,8,"Corey Reynolds, Danelle Eugenia Wilson, Hairspray Ensemble, Original Broadway Cast of Hairspray",229373,26
Hairspray (Original Broadway Cast Recording),2002-08-13,"Big, Blonde and Beautiful",9,"Mary Bond Davis, Marissa Jaret Winokur, Harvey Fierstein, Dick Latessa, Linda Hart, Hairspray Ensemble, Original Broadway Cast of Hairspray",276800,24
Hairspray (Original Broadway Cast Recording),2002-08-13,The Big Dollhouse,10,"Jackie Hoffman, Linda Hart, Harvey Fierstein, Laura Bell Bundy, Danelle Eugenia Wilson, Mary Bond Davis, Kerry Butler, Marissa Jaret Winokur, Hairspray Ensemble, Original Broadway Cast of Hairspray",195026,25
Hairspray (Original Broadway Cast Recording),2002-08-13,Good Morning Baltimore (Reprise),11,"Marissa Jaret Winokur, Original Broadway Cast of Hairspray",94200,21
Hairspray (Original Broadway Cast Recording),2002-08-13,(You're) Timeless to Me,12,"Dick Latessa, Harvey Fierstein, Original Broadway Cast of Hairspray",249333,21
Hairspray (Original Broadway Cast Recording),2002-08-13,Without Love,13,"Matthew Morrison, Marissa Jaret Winokur, Corey Reynolds, Kerry Butler, Hairspray Ensemble, Original Broadway Cast of Hairspray",266933,29
Hairspray (Original Broadway Cast Recording),2002-08-13,I Know Where I've Been,14,"Mary Bond Davis, Shayna Steele, Hairspray Ensemble, Original Broadway Cast of Hairspray",241666,24
Hairspray (Original Broadway Cast Recording),2002-08-13,(It's) Hairspray,15,"Clarke Thorell, Original Broadway Cast of Hairspray",131666,23
Hairspray (Original Broadway Cast Recording),2002-08-13,Cooties,16,"Laura Bell Bundy, Original Broadway Cast of Hairspray",91640,25
Hairspray (Original Broadway Cast Recording),2002-08-13,You Can't Stop the Beat - Medley,17,"Laura Bell Bundy, Matthew Morrison, Linda Hart, Original Broadway Cast of Hairspray",349400,36
In the Heights (Original Broadway Cast Recording),2008-06-03,In the Heights,1,"Lin-Manuel Miranda, 'In The Heights' Original Broadway Company",458906,47
In the Heights (Original Broadway Cast Recording),2008-06-03,Breathe,2,"'In The Heights' Original Broadway Company, Mandy Gonzalez",244066,47
In the Heights (Original Broadway Cast Recording),2008-06-03,Benny's Dispatch,3,"Christopher Jackson, Mandy Gonzalez",137453,40
In the Heights (Original Broadway Cast Recording),2008-06-03,It Won't Be Long Now,4,"Karen Olivo, Lin-Manuel Miranda, Robin de Jesus",275413,39
In the Heights (Original Broadway Cast Recording),2008-06-03,Inútil,5,Carlos Gomez,170493,32
In the Heights (Original Broadway Cast Recording),2008-06-03,No Me Diga,6,"Andrea Burns, Janet Dacal, Karen Olivo, Mandy Gonzalez",146786,37
In the Heights (Original Broadway Cast Recording),2008-06-03,"96,000",7,"Lin-Manuel Miranda, Christopher Jackson, Robin de Jesus, Seth Stewart, Janet Dacal, Andrea Burns",335013,43
In the Heights (Original Broadway Cast Recording),2008-06-03,Paciencia Y Fe,8,"Olga Merediz, 'In The Heights' Original Broadway Company",295000,36
In the Heights (Original Broadway Cast Recording),2008-06-03,When You're Home,9,"Mandy Gonzalez, Christopher Jackson, 'In The Heights' Original Broadway Company",320533,36
In the Heights (Original Broadway Cast Recording),2008-06-03,Piragua,10,Eliseo Roman,113093,33
In the Heights (Original Broadway Cast Recording),2008-06-03,The Club,11,'In The Heights' Original Broadway Company,358333,35
In the Heights (Original Broadway Cast Recording),2008-06-03,Blackout,12,'In The Heights' Original Broadway Company,237800,39
In the Heights (Original Broadway Cast Recording),2008-06-03,Sunrise,13,"Mandy Gonzalez, Christopher Jackson, 'In The Heights' Original Broadway Company",248546,34
In the Heights (Original Broadway Cast Recording),2008-06-03,Hundreds of Stories,14,"Lin-Manuel Miranda, Olga Merediz",220546,32
In the Heights (Original Broadway Cast Recording),2008-06-03,Enough,15,Priscilla Lopez,158146,32
In the Heights (Original Broadway Cast Recording),2008-06-03,Carnaval Del Barrio,16,Andrea Burns,446280,36
In the Heights (Original Broadway Cast Recording),2008-06-03,Atención,17,Carlos Gomez,53813,28
In the Heights (Original Broadway Cast Recording),2008-06-03,Alabanza,18,"Lin-Manuel Miranda, Mandy Gonzalez, 'In The Heights' Original Broadway Company",197000,30
In the Heights (Original Broadway Cast Recording),2008-06-03,Everything I Know,19,Mandy Gonzalez,236800,33
In the Heights (Original Broadway Cast Recording),2008-06-03,Piragua - Reprise,20,Eliseo Roman,52080,28
In the Heights (Original Broadway Cast Recording),2008-06-03,Champagne,21,"Lin-Manuel Miranda, Karen Olivo",164026,33
In the Heights (Original Broadway Cast Recording),2008-06-03,When the Sun Goes Down,22,"Mandy Gonzalez, Christopher Jackson",152320,31
In the Heights (Original Broadway Cast Recording),2008-06-03,Finale,23,"Doreen Montalvo, Lin-Manuel Miranda, 'In The Heights' Original Broadway Company",328066,31
In the Heights (Original Broadway Cast Recording),2008-06-03,In the Heights - Radio Edit,24,"Lin-Manuel Miranda, 'In The Heights' Original Broadway Company",229773,27
In the Heights (Original Broadway Cast Recording),2008-06-03,It Won't Be Long Now - Radio Edit,25,"Karen Olivo, Lin-Manuel Miranda, Robin de Jesus",181426,24
In the Heights (Original Broadway Cast Recording),2008-06-03,"96,000 - Radio Edit",26,"Lin-Manuel Miranda, Christopher Jackson, Robin de Jesus, Seth Stewart, Janet Dacal, Andrea Burns",219706,24
In the Heights (Original Broadway Cast Recording),2008-06-03,When You're Home - Radio Edit,27,"Mandy Gonzalez, Christopher Jackson, 'In The Heights' Original Broadway Company",199346,25
Parade (Original Broadway Cast Recording),1999-04-26,Prologue: The Old Red Hills Of Home,1,"Jeff Edgerton, Don Chastain, Parade Ensemble",393026,19
Parade (Original Broadway Cast Recording),1999-04-26,Anthem: The Dream of Atlanta,2,Parade Ensemble,30440,11
Parade (Original Broadway Cast Recording),1999-04-26,How Can I Call This Home?,3,"Brent Carver, John Hickok, Parade Ensemble",171666,17
Parade (Original Broadway Cast Recording),1999-04-26,The Picture Show,4,"Kirk McDonald, Christy Carlson Romano",112826,14
Parade (Original Broadway Cast Recording),1999-04-26,Leo at Work / What Am I Waiting For?,5,"Brent Carver, Carolee Carmello, Christy Carlson Romano",161506,13
Parade (Original Broadway Cast Recording),1999-04-26,Interrogation: I'm trying to remember...,6,"Ray Aranha, Brent Carver, Peter Samuel, Jessica Molaskey, Randy Redd",122760,10
Parade (Original Broadway Cast Recording),1999-04-26,Big News!,7,Evan Pappas,185440,13
Parade (Original Broadway Cast Recording),1999-04-26,Funeral: There Is a Fountain / It Don't Make Sense,8,"Kirk McDonald, Brooke Sunny Moriber, Randy Redd, Abbi Hutcherson, Emily Klein, Robin Skye, Evan Pappas, Parade Ensemble",357026,16
Parade (Original Broadway Cast Recording),1999-04-26,Real Big News,9,"Evan Pappas, Bill Szobody, Emily Klein, Randy Redd, Anne Torsiglieri, J.C. Montgomery, Don Stephenson, Herndon Lackey, Rufus Bonds, Jr.",222333,12
Parade (Original Broadway Cast Recording),1999-04-26,You Don't Know This Man,10,Carolee Carmello,132000,21
Parade (Original Broadway Cast Recording),1999-04-26,People of Atlanta,11,"Jeff Edgerton, John Leslie Wolfe, Parade Ensemble",56106,11
Parade (Original Broadway Cast Recording),1999-04-26,Twenty Miles from Marietta,12,Herndon Lackey,70426,10
Parade (Original Broadway Cast Recording),1999-04-26,Frankie's Testimony,13,"Kirk McDonald, Christy Carlson Romano, Herndon Lackey",76306,9
Parade (Original Broadway Cast Recording),1999-04-26,The Factory Girls / Come Up to My Office,14,"Brooke Sunny Moriber, Emily Klein, Abbi Hutcherson, Brent Carver, Herndon Lackey",237933,15
Parade (Original Broadway Cast Recording),1999-04-26,My Child Will Forgive Me,15,"Jessica Molaskey, Herndon Lackey",156066,10
Parade (Original Broadway Cast Recording),1999-04-26,That's What He Said,16,"Rufus Bonds, Jr., Herndon Lackey, J.B. Adams, Parade Ensemble",229693,13
Parade (Original Broadway Cast Recording),1999-04-26,Leo's Statement: It's hard to speak my heart...,17,Brent Carver,164066,18
Parade (Original Broadway Cast Recording),1999-04-26,Summation & Cakewalk,18,"Herndon Lackey, Don Chastain, Jeff Edgerton, Parade Ensemble",138840,11
